Condor_ID,Timestamp,X,Y,Z,obsVarXY,obsVarZ,moveVarXY,moveVarZ
269,3/3/2007 7:00,656142.75,3436293.5,1330,25,89,500,120
269,3/3/2007 8:00,656451.5,3435854.5,1590,25,89,500,120
269,3/3/2007 9:00,652866.6875,3441715.25,780,25,89,500,120
269,3/3/2007 10:00,652785.75,3442915.25,610,25,89,500,120
269,3/3/2007 11:00,654263.25,3438631.25,1280,25,89,500,120
269,3/3/2007 12:00,656451.75,3435836,1606,25,89,500,120
269,3/3/2007 13:00,653414,3442351.5,800,25,89,500,120
269,3/3/2007 14:00,653099.5625,3442106.75,970,25,89,500,120
269,3/3/2007 15:00,653745.625,3441413.75,700,25,89,500,120
269,3/3/2007 16:00,652702,3443209.75,600,25,89,500,120
269,3/3/2007 17:00,652141.5,3442388.5,2108,25,89,500,120
269,3/3/2007 18:00,651681.3125,3442326.5,2111,25,89,500,120
269,3/3/2007 19:00,651634.375,3442270.25,890,25,89,500,120
269,3/3/2007 20:00,651634.375,3442270.25,890,25,89,500,120
269,3/4/2007 5:00,651618.5,3442270,900,25,89,500,120
269,3/4/2007 6:00,651634.375,3442270.25,880,25,89,500,120
269,3/4/2007 7:00,651618.5,3442270,880,25,89,500,120
269,3/4/2007 8:00,651618.25,3442288.5,870,25,89,500,120
269,3/4/2007 10:00,652599.5625,3439290.75,2140,25,89,500,120
269,3/4/2007 11:00,653720.1875,3439879.75,1070,25,89,500,120
269,3/4/2007 12:00,647190.4375,3439417.5,2120,25,89,500,120
